scientificName,taxonRank,taxonomicStatus,namePublishedIn,taxonRemarks,acceptedNameUsage,parentNameUsage,taxonID,acceptedNameUsageID,parentNameUsageID,modified,modifiedBy,modifiedByID
Polycocca Hill,genus,synonym,Gen. Hist. Nat. 2 (Hist. Pl.) 112 (1773) (nom. superfl. for Selaginoides),NA,Selaginoides Ség.,Selaginoidoideae Li Bing Zhang & X. M. Zhou,f571c84a6b69938cc73ee9b4a53c9d58,bbe7ba576be140f4451fc2e0c214f59d,6af495b9e80bf811d95258d045d86c14,NA,NA,NA
Sinoselaginelloideae Li Bing Zhang & X. M. Zhou,subfamily,accepted,"Plant Diversity, https://doi.org/10.1016/j.pld.2023.07.003 (2023)",NA,NA,Selaginellaceae Rchb.,3ecd2d006e5009b4868d782052c7220e,NA,358aa463a8fd574c5f5ebb5027a15253,NA,NA,NA
Austroselaginella Li Bing Zhang & X. M. Zhou,genus,accepted,"Plant Diversity, https://doi.org/10.1016/j.pld.2023.07.003 (2023)",Distribution: Australia,NA,Sinoselaginelloideae Li Bing Zhang & X. M. Zhou,4b84e9c6b44ec83ec1bbcd5a3dfeaadc,NA,3ecd2d006e5009b4868d782052c7220e,NA,NA,NA
Korallia Li Bing Zhang & X. M. Zhou,genus,accepted,"Plant Diversity, https://doi.org/10.1016/j.pld.2023.07.003 (2023)","Distribution: Indian Ocean (Madagascar, Mascarenes, Seychelles, Comores)",NA,Sinoselaginelloideae Li Bing Zhang & X. M. Zhou,70ad466aa98ce235260a0b9dc77e1726,NA,3ecd2d006e5009b4868d782052c7220e,NA,NA,NA
Sinoselaginella Li Bing Zhang & X. M. Zhou,genus,accepted,"Plant Diversity, https://doi.org/10.1016/j.pld.2023.07.003 (2023)","Distribution: Himalayas, China, 1 Ethiopia and Arabia",NA,Sinoselaginelloideae Li Bing Zhang & X. M. Zhou,628b2b1fbac52e65131ac1a45746e439,NA,3ecd2d006e5009b4868d782052c7220e,NA,NA,NA
Equisetales DC. ex Bercht. & J. Presl,order,accepted,Prir. Rostlin. 1: 271 (1820) (Equisetaceae),NA,NA,NA,0540595b960e1abd195d4968041355b9,NA,NA,NA,NA,NA
Equisetophyta D. H. Scott,order,synonym,"Stud. Foss. Pl. 13, 489, 492, 493 (1900) (Division)",NA,Equisetales DC. ex Bercht. & J. Presl,NA,7847d7aca41acd673dc11cdee38ce67f,0540595b960e1abd195d4968041355b9,NA,NA,NA,NA
Equisetaceae Michx. ex DC.,family,accepted,Essai Propr. Méd. Pl. 49 (1804),"1 genus, 16 spp.",NA,Equisetales DC. ex Bercht. & J. Presl,c22c69b37c014a5e6b841705ccf3bd99,NA,0540595b960e1abd195d4968041355b9,NA,NA,NA
Equisetum L.,genus,accepted,Sp. Pl. 2: 1061 (1753),Distribution: Nearly cosmopolitan. Several hybrids are now stabilized and may also be treated as valid species.,NA,Equisetaceae Michx. ex DC.,6764573f84696040a9a76f52c066fdd6,NA,c22c69b37c014a5e6b841705ccf3bd99,NA,NA,NA
Allostelites Börner,genus,synonym,"Fl. Deutsche Volk 59, 283 (1912)",NA,Equisetum L.,Equisetaceae Michx. ex DC.,f5bda463a4e255c002c24d6a643b997a,6764573f84696040a9a76f52c066fdd6,c22c69b37c014a5e6b841705ccf3bd99,NA,NA,NA
Hippochaete Milde,genus,synonym,Bot. Zeitung (Berlin) 23: 297 (1865),NA,Equisetum L.,Equisetaceae Michx. ex DC.,2553f92f696602d722d93d6b06c84277,6764573f84696040a9a76f52c066fdd6,c22c69b37c014a5e6b841705ccf3bd99,NA,NA,NA
Presla Dulac,genus,synonym,Fl. Dépt. Hautes-Pyrenees 25 (1867) (nom. superfl.),NA,Equisetum L.,Equisetaceae Michx. ex DC.,50b56840a2db09c5a296b5d42695357c,6764573f84696040a9a76f52c066fdd6,c22c69b37c014a5e6b841705ccf3bd99,NA,NA,NA
Psilotales Prantl,order,accepted,"Lehrb. Bot., ed. 5: 183 (1884) (Psilotaceae)",NA,NA,NA,a8b8fa348d7848c440101e543e5964c9,NA,NA,NA,NA,NA
Psilotaceae J. W. Griff. & Henfr.,family,accepted,Microgr. Dict.: 540 (1855) (Psiloteae),"2 genera, 18 spp.",NA,Psilotales Prantl,c9320512c6bef3aa8daacc378c137781,NA,a8b8fa348d7848c440101e543e5964c9,NA,NA,NA
Tmesipteridaceae Nakai,family,synonym,Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 206 (1943),NA,Psilotaceae J. W. Griff. & Henfr.,Psilotales Prantl,6af2789fc0c1c2b283d9cbcf61cc1e1d,c9320512c6bef3aa8daacc378c137781,a8b8fa348d7848c440101e543e5964c9,NA,NA,NA
Psilotum Sw.,genus,accepted,J. Bot. (Schrader) 1800(2): 8 (1802),"Distribution: Pantropic to warm-temperate, north to SE-USA, extreme SW-Europe, C-Japan and S-Korea",NA,Psilotaceae J. W. Griff. & Henfr.,0be45d81bf5d78a9105cfd2359c800df,NA,c9320512c6bef3aa8daacc378c137781,NA,NA,NA
Bernhardia Bernh.,genus,synonym,Abh. Kurfürstl.-Mainz. Akad. Nützl. Wiss. Erfurt 2: 11 (1802),NA,Psilotum Sw.,Psilotaceae J. W. Griff. & Henfr.,a6a056cb095d5ec17bce30c04fc6d6e3,0be45d81bf5d78a9105cfd2359c800df,c9320512c6bef3aa8daacc378c137781,NA,NA,NA
Hoffmannia Willd.,genus,synonym,"Bot. Mag. (Römer & Usteri) 2(6): 15, 17 (1789)",NA,Psilotum Sw.,Psilotaceae J. W. Griff. & Henfr.,4b5bdf5bcbfb06a01fdf5a435bee61a5,0be45d81bf5d78a9105cfd2359c800df,c9320512c6bef3aa8daacc378c137781,NA,NA,NA
Tristeca P. Beauv. ex Mirb.,genus,synonym,"Lam. & Mirb., Hist. Nat. Vég. Cl. Fam. 3: 478 (1802), nom. superfl.",NA,Psilotum Sw.,Psilotaceae J. W. Griff. & Henfr.,69d0d9fdc5c7f5bf0ddd60b716722120,0be45d81bf5d78a9105cfd2359c800df,c9320512c6bef3aa8daacc378c137781,NA,NA,NA
Tmesipteris Bernh.,genus,accepted,J. Bot. (Schrader) 1800(2): 131 (1801),"Distribution: SE-Asia, Australasia, New Zealand (7), New Caledonia, New Guinea, Philippines, east to Marquesas Isl., Tahiti",NA,Psilotaceae J. W. Griff. & Henfr.,18c2ba5d13059bc685c4defd108dd8a8,NA,c9320512c6bef3aa8daacc378c137781,NA,NA,NA
Ophioglossales Link,order,accepted,Hort. Berol. 2: 151 (1833) (Ophioglossaceae),NA,NA,NA,70cd8bfc89ab1260e65316f270568037,NA,NA,NA,NA,NA
Ophioglossopsida Thomé,order,synonym,"Lehrb. Bot., ed. 4: 205 (1874) (Ophioglosseae) (Class)",NA,Ophioglossales Link,NA,53c270e0ba0fb5c38fb70b46b18aae1b,70cd8bfc89ab1260e65316f270568037,NA,NA,NA,NA
Ophioglossaceae Martynov,family,accepted,Tekhno-Bot. Slovar: 438 (1820) (Ophioglosseae),Phylogeny: Zhang et al. 2020,NA,Ophioglossales Link,cc1b9bdda488baf8453b4c5979bd1b79,NA,70cd8bfc89ab1260e65316f270568037,NA,NA,NA
Botrychiaceae Horan.,family,synonym,Char. Ess. Fam.: 15 (1847),NA,Ophioglossaceae Martynov,Ophioglossales Link,a99729f427a3fa3962ca5bbfc62dfe1a,cc1b9bdda488baf8453b4c5979bd1b79,70cd8bfc89ab1260e65316f270568037,NA,NA,NA
Helminthostachyaceae Ching,family,synonym,Bull. Fan Mem. Inst. Biol. Bot. 10: 235 (1941),NA,Ophioglossaceae Martynov,Ophioglossales Link,af5e45fde39eb06a45a19a653fae14cf,cc1b9bdda488baf8453b4c5979bd1b79,70cd8bfc89ab1260e65316f270568037,NA,NA,NA
Ophioglosseae R. Br.,family,synonym,Prodr. Fl. Nov. Holland. 163 (1810),NA,Ophioglossaceae Martynov,Ophioglossales Link,de2ec350c90c5353d4bbebea694ea9b3,cc1b9bdda488baf8453b4c5979bd1b79,70cd8bfc89ab1260e65316f270568037,NA,NA,NA
Botrychioideae C. Presl,subfamily,accepted,Suppl. Tent. Pterid. 42 (1845),"1-5 genera, ca. 60 spp.",NA,Ophioglossaceae Martynov,c479ed093d1702eac5bd74bcfc0a66ef,NA,cc1b9bdda488baf8453b4c5979bd1b79,NA,NA,NA
Botrychium Sw.,genus,accepted,J. Bot. (Schrader) 1800(2): 8 (1802),"Distribution: Holarctic, 2 spp. to Mexico, 1 sp. temperate South America. Several cryptic species await description, especially in the lunaria clade in Europe and Asia.",NA,Botrychioideae C. Presl,a9ae102317dfd33cc18c2b81287c14be,NA,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Holubiella Skoda,genus,ambiguous synonym,Preslia 68(4): 345 (1996 publ. 1997),NA,Botrychium Sw.,Botrychioideae C. Presl,e7a9b6a1f1ea912903ef402681ff2226,a9ae102317dfd33cc18c2b81287c14be,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Phyllotrichium Prantl,genus,synonym,Ber. dt. Bot. Ges. 1: 349 (1883),NA,Botrychium Sw.,Botrychioideae C. Presl,06811ce80a940d2926cba631240970ff,a9ae102317dfd33cc18c2b81287c14be,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Botrypus Michx.,genus,accepted,"Fl. bor. Amer. 2: 274 (1803), nom. illeg.",Distribution: Holarctic,NA,Botrychioideae C. Presl,4e1aed90521c81cd439393e06c411b16,NA,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Botrypus Rich.,genus,synonym,"Cat. Hort. Med. Paris 120 (1801), nom. illeg.",NA,Botrypus Michx.,Botrychioideae C. Presl,643c56cc149d84210b7d7a29a9b912e7,4e1aed90521c81cd439393e06c411b16,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Osmundopteris (Milde) Small,genus,synonym,"Ferns S.E. States: 377, 482 (1938)",NA,Botrypus Michx.,Botrychioideae C. Presl,640924c261281f0805a267c17635891d,4e1aed90521c81cd439393e06c411b16,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Japanobotrychum Masam.,genus,accepted,J. Soc. Trop. Agric. Formosa 3: 246 (1931),"Distribution: Asia, trop. Africa",NA,Botrychioideae C. Presl,b172f84be760febdd20c3328f8ac4ed3,NA,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Sahashia Li Bing Zhang & Liang Zhang,genus,accepted,Cladistics: 1-14 (2020),Distribution: E-Asia,NA,Botrychioideae C. Presl,dc2c67b922c152de7de3a4d78a4e99ce,NA,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Sceptridium Lyon,genus,accepted,Bot. Gaz. 40: 457 (1905),Distribution: Temperate worldwide,NA,Botrychioideae C. Presl,162ff4f8b88c05d72a8f828d3972ffd6,NA,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Holubiella Skoda,genus,ambiguous synonym,Preslia 68: 345 (1997),NA,Sceptridium Lyon,Botrychioideae C. Presl,fbaf4fb9eb0b958f9ff82c00dc7c71aa,162ff4f8b88c05d72a8f828d3972ffd6,c479ed093d1702eac5bd74bcfc0a66ef,NA,NA,NA
Helminthostachyoideae C. Presl,subfamily,accepted,Suppl. Tent. Pterid. 58 (1845),"1 genus, 1 sp.",NA,Ophioglossaceae Martynov,13812b016e277c5ee8f449f416c68ca1,NA,cc1b9bdda488baf8453b4c5979bd1b79,NA,NA,NA
Helminthostachys Kaulf.,genus,accepted,Flora 1822: 103 (1822),"Distribution: Tropical Asia, Pacific, Australia",NA,Helminthostachyoideae C. Presl,74c6286d2a1ff6b19aaabee11a4506b2,NA,13812b016e277c5ee8f449f416c68ca1,NA,NA,NA
Botryopteris C. Presl,genus,synonym,Reliq. Haenk. 1: 76 (1825),NA,Helminthostachys Kaulf.,Helminthostachyoideae C. Presl,cb7c19cd4a7f8aae8ea8281cbb763780,74c6286d2a1ff6b19aaabee11a4506b2,13812b016e277c5ee8f449f416c68ca1,NA,NA,NA
Ophiala Desv.,genus,synonym,Prodr. 195 (1827),NA,Helminthostachys Kaulf.,Helminthostachyoideae C. Presl,8b737a53dd1cb9ecbbb4767e8ff41af2,74c6286d2a1ff6b19aaabee11a4506b2,13812b016e277c5ee8f449f416c68ca1,NA,NA,NA
Mankyuoideae J. R. Grant & B. Dauphin,subfamily,accepted,J. Syst. Evol. 54(6): 594 (2016),"1 genus, 1 sp.",NA,Ophioglossaceae Martynov,f9c8df31048ba4af30f1a5207abef28c,NA,cc1b9bdda488baf8453b4c5979bd1b79,NA,NA,NA
"Mankyua B. Y. Sun, M. H. Kim & C. H. Kim",genus,accepted,Taxon 50: 1019-1024 (2001),Distribution: Korea (Cheju Isl.),NA,Mankyuoideae J. R. Grant & B. Dauphin,6de12bc7dbf53e87cc8888253b204ce1,NA,f9c8df31048ba4af30f1a5207abef28c,NA,NA,NA
Ophioglossoideae C. Presl,subfamily,accepted,Suppl. Tent. Pterid. 47 (1845),"4 genera, ca. 50 spp.",NA,Ophioglossaceae Martynov,81f362b7330993b5521f19e1788669ee,NA,cc1b9bdda488baf8453b4c5979bd1b79,NA,NA,NA
Cheiroglossa C. Presl,genus,accepted,Suppl. Tent. Pterid. 56 (1845),"Distribution: Neotropics (1), Africa and Indian Ocean (1)",NA,Ophioglossoideae C. Presl,6697ac54bace8b271e4adff2fdbd1873,NA,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Ophioglossum sect. Cheiroglossum (C. Presl) T. Moore,genus,synonym,Index Filic. (T. Moore) 125 (1857),NA,Cheiroglossa C. Presl,Ophioglossoideae C. Presl,81f629f2d69431d440f4c5f832cd7ebd,6697ac54bace8b271e4adff2fdbd1873,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Ophioglossum subgen. Cheiroglossa (C. Presl) R. T. Clausen,genus,synonym,Mem. Torrey Bot. Club 19(2): 112 (1938),NA,Cheiroglossa C. Presl,Ophioglossoideae C. Presl,4d128216fce9b0816840bd4fde5e4094,6697ac54bace8b271e4adff2fdbd1873,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Ophioderma (Blume) Endlicher,genus,accepted,Gen. Pfl. 66 (1836),Distribution: Old World,NA,Ophioglossoideae C. Presl,b3cfc789ee6ad2d11fe6db9acf1fb504,NA,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Ophioglossum L.,genus,accepted,Sp. Pl. 2: 1062 (1753) s. str.,Distribution: Almost worldwide. Species delimitation is often highly disputed because of few morphological characters. The split in four genera according to Zhang & Zhang (2022) appears unnecessary because the genus remains monophyletic if they are included.,NA,Ophioglossoideae C. Presl,2c3b6dc59f31cdb91f6c5bbd795ba85e,NA,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Cassiopteris H. Karst.,genus,synonym,Linnaea 20: 437 (1847),NA,Ophioglossum L.,Ophioglossoideae C. Presl,2d4d1e5250d59d95f79ececcd47e1cfe,2c3b6dc59f31cdb91f6c5bbd795ba85e,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Goswamia Li Bing Zhang & Liang Zhang,genus,synonym,Molec. Phylogen. Evol. 173(107512): 23 (2022),NA,Ophioglossum L.,Ophioglossoideae C. Presl,d5477304a2d9a99603da2b8a5a472292,2c3b6dc59f31cdb91f6c5bbd795ba85e,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Haukia Li Bing Zhang & Liang Zhang,genus,synonym,Molec. Phylogen. Evol. 173(107512): 24 (2022),NA,Ophioglossum L.,Ophioglossoideae C. Presl,59a91d6dd2337b8be33a7033455da0b9,2c3b6dc59f31cdb91f6c5bbd795ba85e,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Paraneura Prantl,genus,synonym,Ber. dt. Bot. Ges. 1: 350 (1833),NA,Ophioglossum L.,Ophioglossoideae C. Presl,3dff907d5ae0a7613e853bb0b9074fe7,2c3b6dc59f31cdb91f6c5bbd795ba85e,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Ptiloneura Prantl,genus,synonym,Ber. dt. Bot. Ges. 1: 351 (1883),NA,Ophioglossum L.,Ophioglossoideae C. Presl,2b6b25d7a034cd2234b19aaa2d8a6ab6,2c3b6dc59f31cdb91f6c5bbd795ba85e,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Whittieria Li Bing Zhang & Liang Zhang,genus,synonym,Molec. Phylogen. Evol. 173(107512): 24 (2022),NA,Ophioglossum L.,Ophioglossoideae C. Presl,8b7b8cdf23d9eab0d9f1bb3fe9d39d25,2c3b6dc59f31cdb91f6c5bbd795ba85e,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Rhizoglossum C. Presl,genus,accepted,Suppl. Tent. Pterid. 48 (1845),Distribution: South Africa,NA,Ophioglossoideae C. Presl,5b8dfc8e2ce0a07579decce3089eb283,NA,81f362b7330993b5521f19e1788669ee,NA,NA,NA
Marattiales Link,order,accepted,Hort. Berol. 2: 148 (1833) (Marattiaceae),NA,NA,NA,1cc5843743007bcc891612bf1b789af8,NA,NA,NA,NA,NA
Christenseniales Doweld,order,synonym,Tent. Syst. Pl. Vasc. vii (2001) (Order),NA,Marattiales Link,NA,afe5d07a7ec25fe4b35c8c2856f99350,1cc5843743007bcc891612bf1b789af8,NA,NA,NA,NA
Marattiaceae Kaulf.,family,accepted,"Enum. Filic. 31 (1824), nom. cons.","6 genera, ca. 130 species",NA,Marattiales Link,79f000d66f9ca8df04c2b9f2ffa242e0,NA,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Angiopteridaceae Fée ex Bommer,family,synonym,Bull. Soc. Roy. Bot. Belg. 5: 359 (1866),NA,Marattiaceae Kaulf.,Marattiales Link,76e88f7460b33f92f33b8987fd4b9e76,79f000d66f9ca8df04c2b9f2ffa242e0,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Christenseniaceae Ching,family,synonym,Bull. Fan Mem. Inst. Biol. Bot. 10: 227-229 (1940),NA,Marattiaceae Kaulf.,Marattiales Link,9607f2e2048654096ea51d333609712c,79f000d66f9ca8df04c2b9f2ffa242e0,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Danaeaceae J. Agardh,family,synonym,"Aphor. Bot. 117 (1822), nom. rej. prop.",NA,Marattiaceae Kaulf.,Marattiales Link,73048910f69a603c8257bb5481087fdf,79f000d66f9ca8df04c2b9f2ffa242e0,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Kaulfussiaceae Campb.,family,synonym,"Evol. Land Pl. 333 (1940), nom. illeg.",NA,Marattiaceae Kaulf.,Marattiales Link,398ec624cea4f8b6b61bc94b1b0f14de,79f000d66f9ca8df04c2b9f2ffa242e0,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Kaulfussioideae Campb.,family,synonym,"Struct. Moss. Ferns, ed. 2, 298, 300 (1905) (Kaulfussieae), nom. illeg.",NA,Marattiaceae Kaulf.,Marattiales Link,c0b5acf427d9c6eaa7df782a8e560aba,79f000d66f9ca8df04c2b9f2ffa242e0,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Marattiaceae Kaulf.,family,synonym,"Enum. Filic. 31 (1824), nom. cons. prop. over Danaeaceae (1822)",NA,Marattiaceae Kaulf.,Marattiales Link,11ceac38e0abfb4bd8595bbf2513d5da,79f000d66f9ca8df04c2b9f2ffa242e0,1cc5843743007bcc891612bf1b789af8,NA,NA,NA
Angiopteris Hoffm.,genus,accepted,"Comm. Soc. Reg. Gött. 12: 29 (1796), nom. cons.","Distribution: E- and tropical Asia, few to Pacific and Australia, 2 Indian Ocean. Inclusion of Archangiopteris following Murdock (2005-2008). India has only 3(-4) species fide Fraser-Jenkins et al. 2017, China a maximum of 28 (Flora of China), but this is probably too many. Rolleri (2003) recognizes only 10 species in Angiopteris s. str.",NA,Marattiaceae Kaulf.,e501c4ee26d5853e03020bd01c779cef,NA,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Archangiopteris Christ & Giesenh.,genus,synonym,"Flora 86: 72, 77 (1899)",NA,Angiopteris Hoffm.,Marattiaceae Kaulf.,fe265f9927ec408ab42caad109454fe5,e501c4ee26d5853e03020bd01c779cef,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Clementea Cav.,genus,synonym,Descr. Pl. 553 (1801),NA,Angiopteris Hoffm.,Marattiaceae Kaulf.,65180620125bb54b00eb5c7f78bc3bee,e501c4ee26d5853e03020bd01c779cef,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Macroglossum Copel.,genus,synonym,"Philipp. J. Sci., Bot. 8: 342 (1909)",NA,Angiopteris Hoffm.,Marattiaceae Kaulf.,3a2314017820323733b691db2124e79b,e501c4ee26d5853e03020bd01c779cef,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Protangiopteris Hayata,genus,synonym,"Bot. Mag. (Tokyo) 42: 305, 346 (1928)",NA,Angiopteris Hoffm.,Marattiaceae Kaulf.,ca7b475c87c6075898ca71895a73c24c,e501c4ee26d5853e03020bd01c779cef,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Protomarattia Hayata,genus,synonym,Bot. Gaz. 67: 88 (1919),NA,Angiopteris Hoffm.,Marattiaceae Kaulf.,d11fd3079f5dd9d3b3a9e2d7657a35cb,e501c4ee26d5853e03020bd01c779cef,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Psilodochea C. Presl,genus,synonym,Suppl. Tent. Pterid. 28 (1845),NA,Angiopteris Hoffm.,Marattiaceae Kaulf.,ede453b0832448ca6a65a6798c670643,e501c4ee26d5853e03020bd01c779cef,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Christensenia Maxon,genus,accepted,Proc. Biol. Soc. Washington 18: 239-240 (1905),"Distribution: Tropical Asia, S-China",NA,Marattiaceae Kaulf.,c83e112512dfa41a4255ce4a8f413754,NA,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Kaulfussia Blume,genus,synonym,Enum. Pl. Javae 2: 260 (1828),NA,Christensenia Maxon,Marattiaceae Kaulf.,dfa34ff60ec4a2cbd93d93a06aa0736c,c83e112512dfa41a4255ce4a8f413754,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Macrostoma Griff.,genus,synonym,Asiat. Research. 19: 110 (1836),NA,Christensenia Maxon,Marattiaceae Kaulf.,f33995c5f20f1403c89e8df72b6120ba,c83e112512dfa41a4255ce4a8f413754,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Danaea Sm.,genus,accepted,Mém. Acad. Turin 5: 420 (1793) nom. cons.,Distribution: Moist tropical forests in the Americas from sea level to about 2500 m elevation. This database revised by H. Tuomisto (2021).,NA,Marattiaceae Kaulf.,f5fa94d0d164badc7f10598a0e354a90,NA,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Arthrodanaea C. Presl,genus,synonym,Suppl. Tent. Pterid. 37 (1845),NA,Danaea Sm.,Marattiaceae Kaulf.,c5e25630566351fbba32646a9963355a,f5fa94d0d164badc7f10598a0e354a90,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Heterodanaea C. Presl,genus,synonym,Suppl. Tent. Pterid. 38 (1845),NA,Danaea Sm.,Marattiaceae Kaulf.,eec8e1f434451877099a0348965ed19a,f5fa94d0d164badc7f10598a0e354a90,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Eupodium J. Sm.,genus,accepted,"Hook. & Baker, Gen. Fil. t. 118 (1842)",Distribution: Trop. America,NA,Marattiaceae Kaulf.,5d5cfb7d6f8f9ee998a602ad0eccc5ae,NA,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Marattia Sw.,genus,accepted,Prodr. 8: 1 (1788) s. str.,"Distribution: S-Mexico to S-Brazil, Greater Antilles, Hawaii (1)",NA,Marattiaceae Kaulf.,e21c49cbbdca010ba5a6593c1a6c76c1,NA,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Celanthera Thouin ex Desv.,genus,synonym,Mém. Soc. Linn. Paris 6: 206 (1827),NA,Marattia Sw.,Marattiaceae Kaulf.,71873dd0557c7ea8a733f8739eaf5da1,e21c49cbbdca010ba5a6593c1a6c76c1,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Discostegia C. Presl,genus,synonym,Suppl. Tent. Pterid.: 11 (1845),NA,Marattia Sw.,Marattiaceae Kaulf.,ebfee748a66d3e99534dd9d00e256ac5,e21c49cbbdca010ba5a6593c1a6c76c1,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Gymnotheca C. Presl,genus,synonym,Suppl. Tent. Pterid.: 12 (1845),NA,Marattia Sw.,Marattiaceae Kaulf.,6c63a6b962cab113484bd6c3e4fdacf5,e21c49cbbdca010ba5a6593c1a6c76c1,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Stibasia C. Presl,genus,synonym,Suppl. Tent. Pterid.: 15 (1845),NA,Marattia Sw.,Marattiaceae Kaulf.,f44cc491f0574f5923b15a2408a7c680,e21c49cbbdca010ba5a6593c1a6c76c1,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Ptisana Murdock,genus,accepted,Taxon 57(3): 744 (2008),"Distribution: Trop. Old World, many New Guinea",NA,Marattiaceae Kaulf.,523798ed6dce1fe908742cecae8df348,NA,79f000d66f9ca8df04c2b9f2ffa242e0,NA,NA,NA
Osmundales Link,order,accepted,Hort. Berol. 2: 138 (1833) (Osmundaceae),NA,NA,NA,48cd62aca98fffa5d2267ef5b108c67a,NA,NA,NA,NA,NA
Osmundopsida Doweld,order,synonym,Tent. Syst. Pl. Vasc. ix (2001) (Class),NA,Osmundales Link,NA,50fe16d0e2ad7448ab0b791ab9d40239,48cd62aca98fffa5d2267ef5b108c67a,NA,NA,NA,NA
Osmundaceae Martynov,family,accepted,Tekhno-Bot. Slovar: 445 (1820),"4-6 genera, 23 species",NA,Osmundales Link,774b74a18765b5d266d34d21d6caa634,NA,48cd62aca98fffa5d2267ef5b108c67a,NA,NA,NA
"Claytosmunda (Y. Yatabe, N. Murak. & K. Iwats.) Metzgar & Rouhan",genus,accepted,J. Syst. Evol. 54(6): 594 (2016),"Distribution: North America, E-Asia",NA,Osmundaceae Martynov,5648e5e5393c94840db76bcc2b877849,NA,774b74a18765b5d266d34d21d6caa634,NA,NA,NA
"Osmunda subgen. Claytosmunda Y. Yatabe, N. Murak. & K. Iwats.",genus,synonym,Acta Phytotax. Geobot. 56(2): 127-128 (2005),NA,"Claytosmunda (Y. Yatabe, N. Murak. & K. Iwats.) Metzgar & Rouhan",Osmundaceae Martynov,be0e79e8c5174deea9d696ac51c531a5,5648e5e5393c94840db76bcc2b877849,774b74a18765b5d266d34d21d6caa634,NA,NA,NA
Leptopteris C. Presl,genus,accepted,Suppl. Tent. Pterid. 70 (1845),"Distribution: Australia, New Zealand, Samoa to New Guinea, New Caledonia",NA,Osmundaceae Martynov,d513808c874f967782e3fdc5bdc84575,NA,774b74a18765b5d266d34d21d6caa634,NA,NA,NA
Todea sect. Leptopteris (C. Presl) T. Moore,genus,synonym,Index Filic. (T. Moore) 120 (1857),NA,Leptopteris C. Presl,Osmundaceae Martynov,3dc4a3e6c0e565def9a1629cca076efe,d513808c874f967782e3fdc5bdc84575,774b74a18765b5d266d34d21d6caa634,NA,NA,NA
Osmunda L.,genus,accepted,Sp. Pl. 2: 1063 (1753),"Distribution: Northern hemisphere and subtropics, 1 neotropical",NA,Osmundaceae Martynov,d3cd1b8c3c6e7dc128d7f25248cd259a,NA,774b74a18765b5d266d34d21d6caa634,NA,NA,NA
