scientificName,taxonRank,taxonomicStatus,namePublishedIn,taxonRemarks,acceptedNameUsage,parentNameUsage,taxonID,acceptedNameUsageID,parentNameUsageID,modified,modifiedBy,modifiedByID
Peltapteris Link,genus,synonym,Fil. Spec. 147 (1841),NA,Elaphoglossum Schott ex J. Sm.,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",3564dcefe14b2c47227fd097a70cb9ae,8b6bb720e0e37b729339e60350e98194,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Platyglossa Christ,genus,synonym,Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss. 36 [Monogr. Elaphoglossum]: 20 (1899),NA,Elaphoglossum Schott ex J. Sm.,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",9307c61acaaf3031537c9198610592b4,8b6bb720e0e37b729339e60350e98194,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Rhipidopteris Fée,genus,synonym,"Mém. Foug. 2 (Hist. Acrostich.): 14, 78 (1845)",NA,Elaphoglossum Schott ex J. Sm.,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",8d8fac62940aeebf534167c6be93e1c3,8b6bb720e0e37b729339e60350e98194,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Rhipidopteris Schott,genus,synonym,Gen. Fil. ad t. 14 (1834),NA,Elaphoglossum Schott ex J. Sm.,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",16267c0ff9db08cee5dc833251d80624,8b6bb720e0e37b729339e60350e98194,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Lastreopsis Ching,genus,accepted,Bull. Fan Mem. Inst. Biol. Bot. 8: 157 (1938),"Distribution: SE-Asia, Pacific. Division between this and Parapolystichum still partially unclear. The 3 remaining New World members need transfer in other genera.",NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",f502884b929766f0d75ed509c9de4326,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Coveniella Tindale,genus,synonym,Gard. Bull. Singapore 39: 169 (1987),NA,Lastreopsis Ching,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",f42dfa1ed3db100d6a2ec5608a0782dd,f502884b929766f0d75ed509c9de4326,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Lomagramma J. Sm.,genus,accepted,J. Bot. (Hook.) 4: 152 (1841),Distribution: S-China to E-Polynesia. The genus should be included in Bolbitis fide Fraser-Jenkins (2018) but not all combinations are available,NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",f2c86adbf3bacbbc93571130ff0953fc,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Cheilolepton Fée,genus,synonym,Mém. Foug. 2 (Hist. Acrostich.) 19 (1845),NA,Lomagramma J. Sm.,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",0c015b22244b2e8d8a40682e38566879,f2c86adbf3bacbbc93571130ff0953fc,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Chorizopteris T. Moore,genus,synonym,Gard. Chron. Agr. Gaz.: 854 (1855),NA,Lomagramma J. Sm.,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",001ce2746dbc86b091de9a578f772bb6,f2c86adbf3bacbbc93571130ff0953fc,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Megalastrum Holttum,genus,accepted,Gard. Bull. Singapore 39(2): 161 (1986 Publ. 1987),"Distribution: Mainly tropical America, few tropical Africa, Madagascar, Mascarenes, subantarctic islands",NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",6e1a7098b37a32f59ca4d4b3173f2e03,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Ctenitis sect. Subincisae (C. Chr.) Tindale,genus,synonym,NA,NA,Megalastrum Holttum,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",337e44f510e7e6e24701e66ddfd74bf4,6e1a7098b37a32f59ca4d4b3173f2e03,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Dryopteris sect. Subincisae C. Chr.,genus,synonym,NA,NA,Megalastrum Holttum,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",bba109cedcb546aa7748c156f2d1f85c,6e1a7098b37a32f59ca4d4b3173f2e03,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
"Mickelia R. C. Moran, Labiak & Sundue",genus,accepted,Brittonia 62(4): 338 (-339) (2010),Distribution: Neotropics,NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",045ee064d2648af5625053979ef2d740,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Anapausia subgen. Euryostichum C. Presl,genus,synonym,Abh. Königl. Böhm. Ges. Wiss. 5(6) (Epim. Bot.): 188 (1851),NA,"Mickelia R. C. Moran, Labiak & Sundue","Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",aed304485ba0022561128ca80f48dfd2,045ee064d2648af5625053979ef2d740,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Parapolystichum (Keyserl.) Ching,genus,accepted,Sunyatsenia 5: 239 (1940),Distribution: Pantropic and south-temperate. Separation from Lastreopsis see Labiak et al. 2014,NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",231c2fd49be99d1416ff96d7d37cd751,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Pleocnemia C. Presl,genus,accepted,Tent. Pterid. 182 (1836),"Distribution: NE-India, SE-China, Taiwan through Malesia to Samoa",NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",0d074baae201f48a255fb1fff0192474,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Arcypteris Underw.,genus,synonym,Bull. Torrey Bot. Club 30: 678 (1903),NA,Pleocnemia C. Presl,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",45d55576fc855e18a966ff335042a9c6,0d074baae201f48a255fb1fff0192474,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Dictyopteris C. Presl,genus,ambiguous synonym,Tent. Pterid. 194 (1836),NA,Pleocnemia C. Presl,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",7dcf5472829384da162a0277ad901510,0d074baae201f48a255fb1fff0192474,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Rumohra Raddi,genus,accepted,Opusc. sci. Bot. 3: 190 (1819) s. str.,"Distribution: 1 sp. pantropical, 1 Juan Fdz. Isl., 3 spp. Brazil, 5 Madagascar",NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",2a301f1515e828501d4122a11d030212,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Teratophyllum Mett. ex Kuhn,genus,accepted,Ann. Mus. Bot. Lugduno-Batavi 4: 296 (1869),Distribution: Malesia,NA,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",b3a40a1cc5a69c4cabd5cd506d0fe7ee,NA,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Acrostichum L.,genus,synonym,Racib. Fl. Buitenz. 1: 53 (1898) (p. p.),NA,Teratophyllum Mett. ex Kuhn,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",59e64d35da2c036938510cd983672a62,b3a40a1cc5a69c4cabd5cd506d0fe7ee,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Lomariopsis Fée,genus,synonym,Mém. Foug. 2 (Hist. Acrostich.) 71 (1845) (p. p.),NA,Teratophyllum Mett. ex Kuhn,"Elaphoglossoideae (Pic. Serm.) Crabbe, Jermy & Mickel",1cfb7cbb8fd17512f9f1d41ed41074ef,b3a40a1cc5a69c4cabd5cd506d0fe7ee,0a344932ef4082cdcd7c80bda91326af,NA,NA,NA
Polybotryoideae H. M. Liu & X. C. Zhang,subfamily,accepted,Pl. Syst. Evol. 302: 330 (1970),NA,NA,Dryopteridaceae Herter,93d80410d99ebd44ef829af919c71b9a,NA,14cbbcd2ab5e77e5ab157c76fe694390,NA,NA,NA
Cyclodium C. Presl,genus,accepted,Tent. Pterid. 85 (1836),"Distribution: Panama and Trinidad to Bolivia, Argentina, SE-Brazil, mostly Guianas. Checklist following revision of A. R. Sm. 1986",NA,Polybotryoideae H. M. Liu & X. C. Zhang,d5b5df9fd37d6ab75975771bee3e0bb0,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Peltochlaena Fée,genus,synonym,"Mém. Foug. 5 (Gen. Fil.): 289 (1852) (nom. inval., nom. provis.)",NA,Cyclodium C. Presl,Polybotryoideae H. M. Liu & X. C. Zhang,7dd38adf97ee2ff47e77f26e041bd49d,d5b5df9fd37d6ab75975771bee3e0bb0,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Maxonia C. Chr.,genus,accepted,Smithsonian Misc. Collect. 66(9): 3 (1916),"Distribution: North America, Greater Antilles",NA,Polybotryoideae H. M. Liu & X. C. Zhang,992d24614b51b88d3b00c73d3dd309fc,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Dryopteris subgen. Peisomopodium Maxon,genus,synonym,Contr. U.S. Nat. Herb. 13: 39 (1909),NA,Maxonia C. Chr.,Polybotryoideae H. M. Liu & X. C. Zhang,1e886ee28110216c41c7f8065281cc9d,992d24614b51b88d3b00c73d3dd309fc,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Olfersia Raddi,genus,accepted,Opusc. sci. Bot. 3: 283 (1819),Distribution: Tropical America,NA,Polybotryoideae H. M. Liu & X. C. Zhang,004da2ebc4e94c1a4a82c1adec9e7fc8,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Dorcapteris C. Presl,genus,synonym,"Abh. Königl. Böhm. Ges. Wiss., ser. 5, 6: 166 (1851)",NA,Olfersia Raddi,Polybotryoideae H. M. Liu & X. C. Zhang,c9adfd2c38760cddc063767603818a02,004da2ebc4e94c1a4a82c1adec9e7fc8,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Polybotrya Willd.,genus,accepted,Sp. Pl. 5: 99 (1810) s. str.,"Distribution: Neotropics, mostly Andes and SE-Brazil",NA,Polybotryoideae H. M. Liu & X. C. Zhang,3a24049c9c56b0bc8de37665fa458c9c,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Amphisoria Trevis.,genus,synonym,"Atti Reale Ist. Veneto Sci. Lett. Arti, ser. 2, 2: 168 (1851)",NA,Polybotrya Willd.,Polybotryoideae H. M. Liu & X. C. Zhang,56ddf5766e5de4a89b7a7709628508c3,3a24049c9c56b0bc8de37665fa458c9c,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Botryothallus Klotzsch,genus,synonym,Bot. Zeitung (Berlin) 104 (1846),NA,Polybotrya Willd.,Polybotryoideae H. M. Liu & X. C. Zhang,07e3d349a0f20de53b8940f1844d7ed8,3a24049c9c56b0bc8de37665fa458c9c,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Eotoneura Fée,genus,synonym,Hist. Acrost. 75 (1846),NA,Polybotrya Willd.,Polybotryoideae H. M. Liu & X. C. Zhang,67fbcb9ea5f99bd4ccac6d9f4a45a8d5,3a24049c9c56b0bc8de37665fa458c9c,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Granulina Bory ex Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 48 (1852),NA,Polybotrya Willd.,Polybotryoideae H. M. Liu & X. C. Zhang,04b3d18c052606ad76d68559fad4c47d,3a24049c9c56b0bc8de37665fa458c9c,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Soromanes Fée,genus,synonym,"Mém. Foug. 2 (Hist. Acrostich.): 16, 82 (1845)",NA,Polybotrya Willd.,Polybotryoideae H. M. Liu & X. C. Zhang,a7c2ab43155868b81651ac6ad7258941,3a24049c9c56b0bc8de37665fa458c9c,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Polystichopsis (J. Sm.) Holttum,genus,accepted,Amer. Fern J. 50: 147-148 (1947),Distribution: Caribbean. Revision: Prado & Moran (2016),NA,Polybotryoideae H. M. Liu & X. C. Zhang,ecd8057cda2caec48fefab9c0cabf962,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Stigmatopteris C. Chr.,genus,accepted,Bot. Tidsskr. 29: 292 (1919),Distribution: Neotropics. See Moran & Labiak (2016),NA,Polybotryoideae H. M. Liu & X. C. Zhang,f2700e4c5f2307716827994f9f9e9b95,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Dryopteris subgen. Stigmatopteris (C. Chr.) C. Chr.,genus,synonym,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afh., ser. 7, 10: 73 (1913)",NA,Stigmatopteris C. Chr.,Polybotryoideae H. M. Liu & X. C. Zhang,f0fb90a45be4cd112c46ea863e6aad63,f2700e4c5f2307716827994f9f9e9b95,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Trichoneuron Ching,genus,accepted,"Acta Phytotax. Sin. 10(2): 118, pl. 22 (1965)",Distribution: China. Taxonomic placement as sister to Polystichopsis see Liu et al. (2016),NA,Polybotryoideae H. M. Liu & X. C. Zhang,23bf0218831cd6d85812b3a3e2e79787,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
xCyclobotrya Engels & Canestraro,genus,accepted,Brittonia 69(3): 308 (2017),Cyclodium x Polybotrya,NA,Polybotryoideae H. M. Liu & X. C. Zhang,841cb307e661269a544d91814c155ddf,NA,93d80410d99ebd44ef829af919c71b9a,NA,NA,NA
Hemidictyaceae Christenh. & H. Schneid.,family,accepted,Phytotaxa 28: 51 (2011),"1 genus, 1 sp. Family status confirmed by Rothfels et al. (2012)",NA,Polypodiales Link,b3460c49cfd3d4bbf0259b022993592c,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Hemidictyum C. Presl,genus,accepted,Tent. Pterid. 110 (1836),Distribution: Trop. America,NA,Hemidictyaceae Christenh. & H. Schneid.,46936f14e8127c4b0703236f3756e72e,NA,b3460c49cfd3d4bbf0259b022993592c,NA,NA,NA
Hypodematiaceae Ching,family,accepted,Acta Phytotax. Sin. 13: 96 (1975),"2 genera, ca. 20 spp. Circumscription following Schuettpelz & Pryer (2007)",NA,Polypodiales Link,d419edd8dc1b416c13879a4bdbdf315b,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Hypodematioideae (Ching) Fraser-Jenk.,family,synonym,"Annot. Checkl. Ind. Pterid. 2: 192 (2018), subfamily",NA,Hypodematiaceae Ching,Polypodiales Link,2be27973f788b39edea76861bdfaca4b,d419edd8dc1b416c13879a4bdbdf315b,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Hypodematium Kunze,genus,accepted,Flora 1833(2). 690 (1833),"Distribution: 1 widespread sp. in Africa and Asia, the rest in E-Asia, 2 in Malesia",NA,Hypodematiaceae Ching,cd96bf8757d8e49bc02c54ccf13abf7f,NA,d419edd8dc1b416c13879a4bdbdf315b,NA,NA,NA
Leucostegia C. Presl,genus,accepted,Tent. Pterid. 94 (1836),"Distribution: Trop. Asia, W-Pacific. Revision: Chen et al. 2021",NA,Hypodematiaceae Ching,fb41ad89c92f4b99517c7052e6f0921a,NA,d419edd8dc1b416c13879a4bdbdf315b,NA,NA,NA
Lindsaeaceae C. Presl,family,accepted,"M. R. Schomb., Reis. Br.-Guiana 2: 883 (1848)","6-8 genera, ca. 250 spp. Systematics fide Lehtonen et al. (2010)",NA,Polypodiales Link,3584bb52c3ec96cbd5a5b380f8d814fe,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Dennstaedtiaceae Tribus Lindsaeeae Hook.,family,synonym,(1846),NA,Lindsaeaceae C. Presl,Polypodiales Link,c22803f75cd823e91184860297db1e8e,3584bb52c3ec96cbd5a5b380f8d814fe,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
"Dennstaedtiaceae subfam. Lindsaeoideae (Pic. Serm.) Crabbe, Jermy & Mickel",family,synonym,Fern Gaz. 11: 155 (1975),NA,Lindsaeaceae C. Presl,Polypodiales Link,83a903690259eda6201fc340f08333d4,3584bb52c3ec96cbd5a5b380f8d814fe,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Lindsaea Dryand. ex Sm.,genus,accepted,Mém. Acad. Roy. Sci. (Turin) 5: 413 (1793),"Distribution: Few spp. in Africa, America (45 spp.). Assignment of African species to Lindsaea or Odontosoria still unclear.",NA,Lindsaeaceae C. Presl,9c8884b89bddbb63eb6b4ca262b20708,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Guerinia J. Sm.,genus,synonym,Hist. Fil. 272 (1875),NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,6b8220c813fff0f0fd5a64614cb4f51a,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Humblotiella Tardieu,genus,synonym,"Mém. Inst. Sci. Madagascar, ser. B, 7: 38 (1956)",NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,aab318997e8058a3e377d27b0bd14d0d,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Isoloma J. Sm.,genus,synonym,J. Bot. (Hook.) 3: 414 (1841),NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,5f7027e7ef46b622d0653a455e571778,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Lindsaenium Fée,genus,synonym,Mem. Soc. Mus. Hist. Nat. Strasb. 4: 201 (1852),NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,13f1c8e293b448ba10bc5023b21d8338,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Odontoloma J. Sm.,genus,synonym,"J. Bot. (Hook.) 3: 415 (1841), nom. subnud. (non Kunth (1820) (Compositae))",NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,2e9c10ad3838347c856bcbf88a8d79da,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Ormoloma Maxon,genus,synonym,Proc. Biol. Soc. Washington 46: 143 (1933),NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,4afb8c174cc76c66787c753f46c6edb0,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Sambirania Tardieu,genus,synonym,"Mém. Inst. Sci. Madagascar, ser. B, 7: 34 (1956)",NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,f177d3bb5176c5c906486ef72448cc7b,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Schizolegnia Alston,genus,synonym,"Bol. Soc. Broter., ser. 2, 30: 23 (1956)",NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,86a3ea7ee0a856b050fe387a1241c250,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Schizoloma Gaudich.,genus,synonym,"Ann. Sci. Nat., Bot., sér. III, 507 (1824) (p. p.)",NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,cf620e9fb35bed099b0f3b459229dcc8,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Synaphlebium J. Sm.,genus,synonym,J. Bot. (Hooker) 3: 415 (1841),NA,Lindsaea Dryand. ex Sm.,Lindsaeaceae C. Presl,2363c890afec76a01354eed60ec9de52,9c8884b89bddbb63eb6b4ca262b20708,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Nesolindsaea Lehtonen & Christenh.,genus,accepted,Bot. J. Linn. Soc. 163(3): 336 (2010),"Distribution: Trop. Asia, Mascarenes, Seychelles. Very similar and probably only a subgenus of Lindsaea s. lat.",NA,Lindsaeaceae C. Presl,d463825873138f3af7e3cbfb6063571b,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Odontosoria (C. Presl) Fée,genus,accepted,Mém. Foug. 5 (Gen. Filic.): 325 (1852),Distribution: Pantropical.,NA,Lindsaeaceae C. Presl,6fc677e54bf301cdd387d2a1be28cdf8,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Davallia subgen. Odontosoria C. Presl,genus,synonym,Tent. Pterid. 129 (1836),NA,Odontosoria (C. Presl) Fée,Lindsaeaceae C. Presl,70e16532aedb6e4035c95ca5d6804b31,6fc677e54bf301cdd387d2a1be28cdf8,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Lindsayopsis Kuhn,genus,synonym,Festschr. 50jähr. Jubiläum Königst. Realschule zu Berlin [Chaetopt.] 347 (1882),NA,Odontosoria (C. Presl) Fée,Lindsaeaceae C. Presl,a1e11453cabc1a46ef2afde7e3e35cc4,6fc677e54bf301cdd387d2a1be28cdf8,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Lourdesia Barcelona & Hickey,genus,synonym,ined.,NA,Odontosoria (C. Presl) Fée,Lindsaeaceae C. Presl,2d815ae107fd388d002a511da5ab559a,6fc677e54bf301cdd387d2a1be28cdf8,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Odontosoria (C. Presl) J. Sm.,genus,synonym,"Hist. Fil. 263 (1875), isonym",NA,Odontosoria (C. Presl) Fée,Lindsaeaceae C. Presl,b7e2c5cd379d996a58dd428484a0f0c2,6fc677e54bf301cdd387d2a1be28cdf8,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Osmolindsaea (K. U. Kramer) Lehtonen & Christenh.,genus,accepted,Bot. J. Linn. Soc. 163(3): 335 (2010),"Distribution: Trop. Asia, E-Asia, Madagascar (2). Revision: Lehtonen et al. 2013",NA,Lindsaeaceae C. Presl,2e6d74ce932d0ef773a00e8f57e5c51c,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Lindsaea sect. Osmolindsaea K. U. Kramer,genus,synonym,Blumea 15: 560 (1968),NA,Osmolindsaea (K. U. Kramer) Lehtonen & Christenh.,Lindsaeaceae C. Presl,c0ccc21f2c642884afb359641bd7a9a8,2e6d74ce932d0ef773a00e8f57e5c51c,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Sphenomeris Maxon,genus,accepted,J. Washington Acad. Sci. 3: 144 (1913) (nom. cons.),Distribution: New World. Valid genus fide Lehtonen et al. 2010.,NA,Lindsaeaceae C. Presl,21a43690582bb299078a5e8c8cac28ba,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Stenoloma Fée,genus,synonym,"Mém. Foug. 5 (Gen. Filic.): 330 (1852), nom. rej.",NA,Sphenomeris Maxon,Lindsaeaceae C. Presl,aaf806d5f5b44c4e41b006dc92652155,21a43690582bb299078a5e8c8cac28ba,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Tapeinidium (C. Presl) C. Chr.,genus,accepted,Index Filic. 631 (1906),"Distribution: Asia and W-Pacific: S-India and Ryukyus to Samoa, most in New Guinea",NA,Lindsaeaceae C. Presl,ab6f51c4eba3dcb432cf76782df23c99,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Microlepia subgen. Tapeinidium C. Presl,genus,synonym,Epim. bot. 96 (1849),NA,Tapeinidium (C. Presl) C. Chr.,Lindsaeaceae C. Presl,643d2eea993aff0152689ba38ff83781,ab6f51c4eba3dcb432cf76782df23c99,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Protolindsaya Copel.,genus,synonym,"Philipp. J. Sci., Bot. 6: 283 (1910)",NA,Tapeinidium (C. Presl) C. Chr.,Lindsaeaceae C. Presl,6107ff14cb85d4c1c310bcb28580a975,ab6f51c4eba3dcb432cf76782df23c99,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Wibelia Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 331 (1852),NA,Tapeinidium (C. Presl) C. Chr.,Lindsaeaceae C. Presl,5d1a3dad2642dd1c675a7a6db73e98f1,ab6f51c4eba3dcb432cf76782df23c99,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Xyropteris K. U. Kramer,genus,accepted,Acta Bot. Neerl. 6: 599 (1957),Distribution: Malesia,NA,Lindsaeaceae C. Presl,27b488c8f513a7ef881c889245cea0df,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
xLindsaeosoria W. H. Wagner,genus,accepted,Contr. Univ. Michigan Herb. 19: 72 (1993),Lindsaea x Odontosoria (Sphenomeris),NA,Lindsaeaceae C. Presl,df0f9ecd3ad6fdc21e864c476c679b95,NA,3584bb52c3ec96cbd5a5b380f8d814fe,NA,NA,NA
Lomariopsidaceae Alston,family,accepted,Taxon 5: 25 (1956),"4 genera, ca. 60 spp. New family circumscription fide Zhang et al. (2016)",NA,Polypodiales Link,de9035905391bc00e05ab2544ec9147d,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
"Aspleniaceae subfam. Lomariopsidoideae (Alston) Crabbe, Jermy & Mickel",family,synonym,Fern Gaz. 11: 154 (1975),NA,Lomariopsidaceae Alston,Polypodiales Link,fb7890e9d790f21eb0262773cd2e10b4,de9035905391bc00e05ab2544ec9147d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Lomariopsidaceae trib. Lomariopsideae Pic. Serm.,family,synonym,Webbia 23: 381 (1969),NA,Lomariopsidaceae Alston,Polypodiales Link,58726408e99acfdce07ba85266453fde,de9035905391bc00e05ab2544ec9147d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Cyclopeltis J. Sm.,genus,accepted,Comp. Curtis Bot. Mag. 72: 36 (1846),"Distribution: SE-Asia, S-China and Myanmar to W-Pacific, not in Australia, 1 sp. tropical America",NA,Lomariopsidaceae Alston,ad99114445d6c608c69f923b2e679d4f,NA,de9035905391bc00e05ab2544ec9147d,NA,NA,NA
Hemicardion Fée,genus,synonym,Mém. Foug. 5 (Gen. Fil.): 282 (1852) (nom. superfl.),NA,Cyclopeltis J. Sm.,Lomariopsidaceae Alston,2ef4e8a19ba7449a703810a84916c711,ad99114445d6c608c69f923b2e679d4f,de9035905391bc00e05ab2544ec9147d,NA,NA,NA
Dracoglossum Christenh.,genus,accepted,Thaiszia 17(1-2): 3 (2007),"Distribution: Trop. America. A former member of Tectariaceae, now placed here by molecular results.",NA,Lomariopsidaceae Alston,cf14136bfdc7771311c5fcf20d9ca039,NA,de9035905391bc00e05ab2544ec9147d,NA,NA,NA
Dryopolystichum Copel.,genus,accepted,Ann. Cryptog. Phytopathol. 5 [Gen. Fil.] 125 (1947),Distribution: New Guinea to Solomon Isl. Taxonomic placement fide Chen et al. (2017),NA,Lomariopsidaceae Alston,d3aa1cf2d9966e087f533b9b0338ff7a,NA,de9035905391bc00e05ab2544ec9147d,NA,NA,NA
Lomariopsis Fée,genus,accepted,"Mém. Foug. 2 (Hist. Acrostich.): 10, 66 (1845)","Distribution: Pantropical (trop. America (15), trop. Africa, Madagascar, Indian Ocean, E-Himalayas, S-China, peninsular Malaysia, Philippines, Bonin Isl., Australia (1), New Guinea, Pacific to Tahiti)",NA,Lomariopsidaceae Alston,8b05074754e0f048ae7387300fadb910,NA,de9035905391bc00e05ab2544ec9147d,NA,NA,NA
